CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
85207K107,PSLV,SPROTT ASSET MANAGEMENT LP,0,-10712,0,-253.34K,CLOSE,0%
445658107,JBHT,HUNT J B TRANS SVCS INC,0,-1318,0,-256.14K,CLOSE,0%
254067101,DDS,DILLARDS INC,0,-424,0,-257.09K,CLOSE,0%
462260100,IOVA,IOVANCE BIOTHERAPEUTICS INC,138148,-73329,484.9K,-257.38K,-34.7%,0.4%
46432F842,IEFA,ISHARES TR,0,-2902,0,-259.61K,CLOSE,0%
559222401,MGA,MAGNA INTL INC,0,-4871,0,-259.62K,CLOSE,0%
758849103,REG,REGENCY CTRS CORP,0,-3773,0,-260.45K,CLOSE,0%
00404A109,ACHC,ACADIA HEALTHCARE COMPANY IN,0,-18375,0,-260.74K,CLOSE,0%
136375102,CNI,CANADIAN NATL RY CO,0,-2645,0,-261.46K,CLOSE,0%
45841N107,IBKR,INTERACTIVE BROKERS GROUP IN,0,-4071,0,-261.81K,CLOSE,0%
87971M103,TU,TELUS CORPORATION,0,-19914,0,-262.27K,CLOSE,0%
57060D108,MKTX,MARKETAXESS HLDGS INC,0,-1473,0,-266.98K,CLOSE,0%
87305R109,TTMI,TTM TECHNOLOGIES INC,0,-3870,0,-267.03K,CLOSE,0%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,0,-974,0,-268.23K,CLOSE,0%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,0,-676,0,-268.81K,CLOSE,0%
437076102,HD,HOME DEPOT INC,1042,-819,342.7K,-269.36K,-44%,0.29%
74762E102,PWR,QUANTA SVCS INC,0,-639,0,-269.7K,CLOSE,0%
36118L106,FUTU,FUTU HLDGS LTD,0,-1658,0,-272.26K,CLOSE,0%
92259N302,VELO,VELO3D INC,0,-19964,0,-274.31K,CLOSE,0%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,0,-997,0,-278.08K,CLOSE,0%
268150109,DT,DYNATRACE INC,0,-6437,0,-278.98K,CLOSE,0%
69404D108,PACB,PACIFIC BIOSCIENCES CALIF IN,38450,-214437,50.75K,-283.06K,-84.8%,0.04%
204166102,CVLT,COMMVAULT SYS INC,0,-2277,0,-285.44K,CLOSE,0%
539830109,LMT,LOCKHEED MARTIN CORP,0,-594,0,-287.3K,CLOSE,0%
50015M109,KOD,KODIAK SCIENCES INC,0,-10329,0,-288.8K,CLOSE,0%
70959W103,PAG,PENSKE AUTOMOTIVE GRP INC,0,-1827,0,-289.2K,CLOSE,0%
926400102,VSCO,VICTORIAS SECRET AND CO,0,-5353,0,-289.97K,CLOSE,0%
26817Q886,DX,DYNEX CAP INC,0,-20772,0,-291.02K,CLOSE,0%
G31249108,ESTA,ESTABLISHMENT LABS HLDGS INC,0,-4031,0,-293.78K,CLOSE,0%
683712103,OPEN,OPENDOOR TECHNOLOGIES INC,0,-50506,0,-294.45K,CLOSE,0%
428291108,HXL,HEXCEL CORP NEW,0,-3999,0,-295.53K,CLOSE,0%
464287200,IVV,ISHARES TR,0,-435,0,-297.95K,CLOSE,0%
92840M102,VST,VISTRA CORP,0,-1873,0,-302.17K,CLOSE,0%
26923N819,NVDX,ETF OPPORTUNITIES TRUST,0,-17767,0,-304.17K,CLOSE,0%
25063F107,DXYZ,DESTINY TECH100 INC,0,-9931,0,-304.19K,CLOSE,0%
42226A107,HQY,HEALTHEQUITY INC,0,-3329,0,-304.97K,CLOSE,0%
87151X101,SYM,SYMBOTIC INC,0,-5130,0,-305.24K,CLOSE,0%
02376R102,AAL,AMERICAN AIRLS GROUP INC,0,-19934,0,-305.59K,CLOSE,0%
192422103,CGNX,COGNEX CORP,0,-8504,0,-305.97K,CLOSE,0%
032654105,ADI,ANALOG DEVICES INC,1011,-963,321.64K,-306.37K,-48.8%,0.27%
006739106,ADUS,ADDUS HOMECARE CORP,0,-2889,0,-310.25K,CLOSE,0%
456837103,ING,ING GROEP N.V.,0,-11099,0,-310.77K,CLOSE,0%
81758H106,SERV,SERVE ROBOTICS INC,16979,-37116,143.3K,-313.26K,-68.6%,0.12%
02079K305,GOOGL,ALPHABET INC,0,-1005,0,-314.56K,CLOSE,0%
833635105,SQM,SOCIEDAD QUIMICA Y MINERA DE,0,-4612,0,-317.31K,CLOSE,0%
H8817H100,RIG,TRANSOCEAN LTD,0,-77093,0,-318.39K,CLOSE,0%
87162W100,SNX,TD SYNNEX CORPORATION,0,-2122,0,-318.79K,CLOSE,0%
67576A100,OCUL,OCULAR THERAPEUTIX INC,0,-26286,0,-319.11K,CLOSE,0%
298736109,EEFT,EURONET WORLDWIDE INC,0,-4230,0,-321.94K,CLOSE,0%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,0,-3130,0,-322.05K,CLOSE,0%
922042858,VWO,VANGUARD INTL EQUITY INDEX F,0,-6042,0,-324.82K,CLOSE,0%
921946406,VYM,VANGUARD WHITEHALL FDS,0,-2273,0,-326.22K,CLOSE,0%
